Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Fix versions,Fix versions,Fix versions,Components,Components,Components,Components,Components,Components,Due date,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Log Work,Log Work,Log Work,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Discovery - Connected),Outward issue link (Discovery - Connected),Inward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Polaris datapoint work item link),Inward issue link (Polaris datapoint work item link),Inward issue link (Polaris datapoint work item link),Outward issue link (Polaris datapoint work item link),Outward issue link (Polaris datapoint work item link),Outward issue link (Polaris datapoint work item link),Outward issue link (Polaris datapoint work item link),Outward issue link (Polaris datapoint work item link),Outward issue link (Polaris datapoint work item link),Inward issue link (Polaris work item link),Outward issue link (Polaris work item link),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Actual end),Custom field (Actual start),Custom field (Affected hardware),Custom field (Affected services),Custom field (Android Version),Custom field (Approvals),Custom field (Atlassian project),Custom field (Atlassian project status),Custom field (Backout plan),Custom field (Category),Custom field (Category),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Comments),Custom field (Confidence),Custom field (Delivery progress),Custom field (Delivery status),Custom field (Department),Custom field (Department),Custom field (Designs ready),Custom field (Development),Custom field (Documents),Custom field (Effort),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Feature),Custom field (Feature),Custom field (Focus Areas),Custom field (Goals),Custom field (Idea archived),Custom field (Idea archived on),Custom field (Idea short description),Custom field (Impact),Custom field (Impact),Custom field (Impact score),Custom field (Implementation plan),Custom field (Insights),Custom field (Investigation reason),Custom field (Is For DevRev),Custom field (Issue color),Custom field (Linked items),Custom field (Locked forms),Custom field (Major incident),Custom field (Open forms),Custom field (Operational categorization),Custom field (Pending reason),Custom field (Planned end),Custom field (Planned start),Custom field (Product categorization),Custom field (Project overview key),Custom field (Project overview status),Custom field (Project start),Custom field (Project target),Custom field (Rank),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Responders),Custom field (Roadmap),Custom field (Root cause),Satisfaction rating,Custom field (Satisfaction date),Custom field (Sentiment),Custom field (Severity),Custom field (Source),Custom field (Spec ready),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test plan),Custom field (Time to close after resolution),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Time to review normal change),Custom field (Total forms),Custom field (Urgency),Custom field (Value),Custom field (Vulnerability),Custom field (Web Version),Custom field (Work category),Custom field (Workaround),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Custom field (iOS Version),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Parent,Parent key,Parent summary,Status Category,Status Category Changed
Modeling buses should be modeled as such on export back to SKM,ZP-1840,36949,Task,Backlog,ZP,Z Platform,software,Mukul Panchal,557058:d6069371-78a0-4740-bf16-ed0ecd612280,,Medium,,,,Eric Ehlert,623b9df4866b810069e4062a,Eric Ehlert,623b9df4866b810069e4062a,09/Apr/26 9:15 PM,09/Apr/26 9:15 PM,,,,,,,,,,,,,0,,,,,,,,,Eric Ehlert,,,,623b9df4866b810069e4062a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@434361c5,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00zmg:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36945,ZP-1838,SKM Import Improvements,To Do,09/Apr/26 9:15 PM
Cable property exchange SKM <-> EG,ZP-1839,36947,Task,Branch Done,ZP,Z Platform,software,Mukul Panchal,557058:d6069371-78a0-4740-bf16-ed0ecd612280,,Medium,,,,Eric Ehlert,623b9df4866b810069e4062a,Eric Ehlert,623b9df4866b810069e4062a,09/Apr/26 9:06 PM,09/Apr/26 10:28 PM,,,,,,,,,,,,,0,,,,,,,,,Eric Ehlert,,,,623b9df4866b810069e4062a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2f566a50,,,,,,,,,,,,,,,,"{repository={count=2, dataType=repository}, json={""cachedValue"":{""errors"":[],""summary"":{""repository"":{""overall"":{""count"":2,""lastUpdated"":""2026-04-10T00:54:53.000-0500"",""dataType"":""repository""},""byInstanceType"":{""GitHub"":{""count"":2,""name"":""GitHub""}}}}},""isStale"":true}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00zm8:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36945,ZP-1838,SKM Import Improvements,In Progress,09/Apr/26 10:28 PM
SKM Import Improvements,ZP-1838,36945,Epic,Backlog,ZP,Z Platform,software,Mukul Panchal,557058:d6069371-78a0-4740-bf16-ed0ecd612280,,Medium,,,,Eric Ehlert,623b9df4866b810069e4062a,Eric Ehlert,623b9df4866b810069e4062a,09/Apr/26 9:05 PM,10/Apr/26 1:38 AM,,,,,,,,,,,,,0,,,,,,,"*ENVIRONMENT SETUP*

|| ||*localdev*||*dev*||*qa*||*stag*||*prod*||*bces-iq*||
|*001 - 1839 -* Migrate Cable definitions to match SKM|h1. X|h1. X| | | | |
|*002 - 1839 -* Update Cable class skm_config|h1. X|h1. X| | | | |
|*003* - *1844* - Add definitive vs suggested eqp lib cols|h1. X| | | | | |
|*004 - 1844* - Migrate existing eqp lib data|h1. X| | | | | |
|*005 - 1844* - Drop old columns for eqp lib|h1. X| | | | | |
|*006 - 1844 -* Change how device lib flows into SKM export data (not model, but SKMDeviceLib)|h1. X| | | | | |
|*007 - 1844 -* Add support for main bus and transformer fields|h1. X| | | | | |

*Updated Cable SKM config (edge_classes.skm_config)*

{code:json}  {                                        
    ""skm_type"": ""Cable"",
    ""skm_fields"": {                                                                                                    
      ""Length (ft)"": ""Length"",
      ""Conductors Description"": {                                                                                      
        ""field"": ""Conductor Desc"",         
        ""import_map"": {
          ""3 Wire"": ""3-1/C+G"",                                                                                         
          ""3-1/C+G"": ""3-1/C+G"",
          ""4 Wire"": ""4-1/C+G"",                                                                                         
          ""4-1/C+G"": ""4-1/C+G"",            
          ""2-1/C+G"": ""2-1/C+G""                                                                                         
        }
      },                                                                                                               
      ""Parallel Sets"": ""QtyPerPhase"",      
      ""Conductor Material"": ""ConductorType"",
      ""Wire Size - H"": {                                                                                               
        ""field"": ""CableSize"",
        ""import_map"": {                                                                                                
          ""14"": ""14 AWG"", ""12"": ""12 AWG"", ""10"": ""10 AWG"", ""8"": ""8 AWG"",
          ""6"": ""6 AWG"", ""4"": ""4 AWG"", ""3"": ""3 AWG"", ""2"": ""2 AWG"", ""1"": ""1 AWG"",                                        
          ""1/0"": ""1/0 AWG"", ""2/0"": ""2/0 AWG"", ""3/0"": ""3/0 AWG"", ""4/0"": ""4/0 AWG"",                                      
          ""250"": ""250 kcmil"", ""300"": ""300 kcmil"", ""350"": ""350 kcmil"", ""400"": ""400 kcmil"",                              
          ""500"": ""500 kcmil"", ""600"": ""600 kcmil"", ""700"": ""700 kcmil"", ""750"": ""750 kcmil"",                              
          ""800"": ""800 kcmil"", ""900"": ""900 kcmil"", ""1000"": ""1000 kcmil"",                                                
          ""1250"": ""1250 kcmil"", ""1500"": ""1500 kcmil"", ""2000"": ""2000 kcmil""                                             
        }                                                                                                              
      },                                   
      ""Diameter (inches)"": ""CableOD"",                                                                                  
      ""Raceway Material"": {                
        ""field"": ""DuctMaterial"",                                                                                       
        ""import_map"": {""Magnetic"": ""Metallic"", ""Non-Magnetic"": ""Non-Metallic""}
      }                                                                                                                
    }                                      
  }{code}",,Eric Ehlert,,,,623b9df4866b810069e4062a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7c1e3d58,,,,,,,,,,,,,,,,{},,,ghx-label-7,,To Do,,,,,,,,,,,,,,,purple,,,,,,,,,,,,,,0|i00zm0:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To Do,09/Apr/26 9:05 PM
Client Portal: Remove location edit and attachment delete access,ZP-1837,36912,Task,READY TO RELEASE,ZP,Z Platform,software,Mukul Panchal,557058:d6069371-78a0-4740-bf16-ed0ecd612280,,High,,Krunal lunagariya,712020:3f10dc9f-7dee-4e11-afd1-782b80cb8f02,Dharmesh Avaiya,712020:b43bccaf-6e8f-47ef-82f7-5439c6765fdb,Dharmesh Avaiya,712020:b43bccaf-6e8f-47ef-82f7-5439c6765fdb,09/Apr/26 12:58 PM,10/Apr/26 1:30 AM,,,Web v1.22,,,,,,,,,,0,,,,,,,"*Client/Customer Portal restrictions:*

# *Attachments* - Remove delete access for attachments in the Client Portal. Customers should only be allowed to *view* attachments, not delete them.

# *Locations tab* - Remove the *Edit button* for assets in the Locations tab. Client Portal users should not have edit access to assets.",,Dharmesh Avaiya,Krunal lunagariya,,,712020:b43bccaf-6e8f-47ef-82f7-5439c6765fdb,712020:3f10dc9f-7dee-4e11-afd1-782b80cb8f02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09/Apr/26 2:20 PM;ug:0af910af-73f0-4523-9293-a324a9ab58c9;image-20260409-191956.png;https://egalvanic.atlassian.net/rest/api/3/attachment/content/23080,09/Apr/26 2:20 PM;ug:0af910af-73f0-4523-9293-a324a9ab58c9;image-20260409-192039.png;https://egalvanic.atlassian.net/rest/api/3/attachment/content/23079,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6006cc61,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2026-04-09T13:59:41.000-0500"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00ysj:i,,,,,,,,,,,,,Z-26-04-S1,,,,,,,,1.0,,,,,,,,,,,,,,,,,,2026-04-09 19:20:44.88,,,"09/Apr/26 2:20 PM;712020:3f10dc9f-7dee-4e11-afd1-782b80cb8f02;!image-20260409-191956.png|width=479,alt=""image-20260409-191956.png""!

!image-20260409-192039.png|width=464,alt=""image-20260409-192039.png""!",,,,,,,,,,,,,Done,10/Apr/26 1:30 AM
Add Visualizer support to Standard Quotes/Plans,ZP-1836,36878,Task,Backlog,ZP,Z Platform,software,Mukul Panchal,557058:d6069371-78a0-4740-bf16-ed0ecd612280,,Medium,,,,Eric Ehlert,623b9df4866b810069e4062a,Eric Ehlert,623b9df4866b810069e4062a,09/Apr/26 11:04 AM,09/Apr/26 11:04 AM,,,,,,,,,,,,,0,,,,,,,,,Eric Ehlert,,,,623b9df4866b810069e4062a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@bcd763b,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00zls:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To Do,09/Apr/26 11:04 AM
Quick Count on Web,ZP-1835,36845,Story,To Do,ZP,Z Platform,software,Mukul Panchal,557058:d6069371-78a0-4740-bf16-ed0ecd612280,,Low,,Dharmesh Avaiya,712020:b43bccaf-6e8f-47ef-82f7-5439c6765fdb,Mukul Panchal,557058:d6069371-78a0-4740-bf16-ed0ecd612280,Mukul Panchal,557058:d6069371-78a0-4740-bf16-ed0ecd612280,09/Apr/26 10:18 AM,10/Apr/26 12:23 AM,,,,,,,,,,,,,0,bcesglobal,customer-request,DevRev,,,,"[https://app.devrev.ai/egalvanic/works/ISS-3767|https://app.devrev.ai/egalvanic/works/ISS-3767|smart-link] 
Can we implement a system to include a Quick Count on the Web version?",,Mukul Panchal,,,,557058:d6069371-78a0-4740-bf16-ed0ecd612280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2d4ca949,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00zlk:,,,,,,,,,,,,,Triage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To Do,09/Apr/26 10:18 AM
Site Name & Customer on Overview Screen within a Quote,ZP-1834,36844,Story,To Do,ZP,Z Platform,software,Mukul Panchal,557058:d6069371-78a0-4740-bf16-ed0ecd612280,,Low,,Dharmesh Avaiya,712020:b43bccaf-6e8f-47ef-82f7-5439c6765fdb,Mukul Panchal,557058:d6069371-78a0-4740-bf16-ed0ecd612280,Mukul Panchal,557058:d6069371-78a0-4740-bf16-ed0ecd612280,09/Apr/26 10:18 AM,10/Apr/26 12:22 AM,,,,,,,,,,,,,0,bcesglobal,customer-request,DevRev,,,,"[https://app.devrev.ai/egalvanic/works/ISS-3768|https://app.devrev.ai/egalvanic/works/ISS-3768|smart-link] 
We'd like for the Overview Screen within a quote to include the Site Name, and Customer Account name for cleaner communication.",,Mukul Panchal,,,,557058:d6069371-78a0-4740-bf16-ed0ecd612280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@54ce0e37,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00zlc:,,,,,,,,,,,,,Triage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To Do,09/Apr/26 10:18 AM
Corrections to AM/PM/FM scopes & removal of all dollars from WO Planning,ZP-1833,36843,Task,Done,ZP,Z Platform,software,Mukul Panchal,557058:d6069371-78a0-4740-bf16-ed0ecd612280,,Medium,,,,Eric Ehlert,623b9df4866b810069e4062a,Eric Ehlert,623b9df4866b810069e4062a,09/Apr/26 10:03 AM,09/Apr/26 11:03 AM,,,,,,,,,,,,,0,,,,,,,,,Eric Ehlert,,,,623b9df4866b810069e4062a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@456c7962,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=2}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":2,""lastUpdated"":""2026-04-09T10:54:53.000-0500"",""stateCount"":2,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""GitHub"":{""count"":2,""name"":""GitHub""}}}}},""isStale"":true}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00zl4:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done,09/Apr/26 11:03 AM
System crashes when opening Procedure under PM screen,ZP-1832,36842,Bug,READY TO RELEASE,ZP,Z Platform,software,Mukul Panchal,557058:d6069371-78a0-4740-bf16-ed0ecd612280,,Medium,,Krunal lunagariya,712020:3f10dc9f-7dee-4e11-afd1-782b80cb8f02,Mukul Panchal,557058:d6069371-78a0-4740-bf16-ed0ecd612280,Mukul Panchal,557058:d6069371-78a0-4740-bf16-ed0ecd612280,09/Apr/26 9:56 AM,10/Apr/26 2:08 AM,,,,,,,,,,,,,0,DevRev,kroon,,,,,"[https://app.devrev.ai/egalvanic/works/ISS-3766|https://app.devrev.ai/egalvanic/works/ISS-3766|smart-link] 
The user reports that the system crashes every time they try to open a Procedure under the PM screen. This issue prevents them from making any changes to Procedures. The issue is classified as a bug report with high severity, as it involves a core functionality that is completely non-functional and disrupts workflow significantly.

!image (2) (fa74eb5d-9337-4785-9e24-5da09f01ad38).png|width=951,alt=""image (2).png""!

!image (3) (1a51bc0c-6394-40fb-a686-51e255842500).png|width=951,alt=""image (3).png""!",,Mukul Panchal,,,,557058:d6069371-78a0-4740-bf16-ed0ecd612280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09/Apr/26 11:25 AM;e708a945-71d1-4da3-ab63-9a56b64df425;image (2) (fa74eb5d-9337-4785-9e24-5da09f01ad38).png;https://egalvanic.atlassian.net/rest/api/3/attachment/content/23045,09/Apr/26 11:25 AM;e708a945-71d1-4da3-ab63-9a56b64df425;image (2).png;https://egalvanic.atlassian.net/rest/api/3/attachment/content/23044,09/Apr/26 11:25 AM;e708a945-71d1-4da3-ab63-9a56b64df425;image (3) (1a51bc0c-6394-40fb-a686-51e255842500).png;https://egalvanic.atlassian.net/rest/api/3/attachment/content/23046,09/Apr/26 11:25 AM;e708a945-71d1-4da3-ab63-9a56b64df425;image (3).png;https://egalvanic.atlassian.net/rest/api/3/attachment/content/23043,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2f252bae,,,,,,,,,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2026-04-09T11:46:18.000-0500"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""GitHub"":{""count"":1,""name"":""GitHub""}}}}},""isStale"":true}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00ysk:,,,,,,,,,,,,,Z-26-04-S1,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Done,10/Apr/26 2:08 AM
Web | Welcome email: Improve credential copy experience with triple-click select,ZP-1831,36809,Task,To Do,ZP,Z Platform,software,Mukul Panchal,557058:d6069371-78a0-4740-bf16-ed0ecd612280,,Medium,,avani.patel,712020:19109706-a11c-4efd-abee-5ca72d900e45,Dharmesh Avaiya,712020:b43bccaf-6e8f-47ef-82f7-5439c6765fdb,Dharmesh Avaiya,712020:b43bccaf-6e8f-47ef-82f7-5439c6765fdb,09/Apr/26 8:17 AM,09/Apr/26 8:19 AM,,,Web v1.23,,,,,,,,,,0,,,,,,,"h2. Problem

Users face difficulty copying their email and password from the Welcome email. Currently, credentials are not visually isolated, making it hard to select and copy them accurately — especially on mobile devices.

Since email clients do not support JavaScript, adding a ""Copy"" button is *not feasible*.

h2. Solution

Update the Welcome email (SendGrid HTML template) to make credentials *visually isolated and easy to triple-click-select*:

h3. Design Changes

# *Place email and password each on their own dedicated line* within a styled block (e.g., a bordered/shaded container)
# *Each credential value should be on its own separate block-level element* ({{<p>}} or {{<div>}}) so that a *triple-click selects only that value* — not the label or surrounding text
# Use a *monospace font* (e.g., {{Courier New}}) for the password to improve readability and distinguish it from surrounding text
# Ensure the email is displayed as *plain text* (not a {{mailto:}} link) so it can be selected easily without triggering the email client

h3. Add User Instruction

Below the credentials box, include a short helper tip:

{quote}*Tip:* Triple-click (or long-press on mobile) on the email or password to quickly select and copy it.{quote}

h3. Example Layout

{noformat}┌──────────────────────────────────────────┐
│  EMAIL                                   │
│  mukul+espohio@egalvanic.com             │  ← triple-click selects only this line
│                                          │
│  PASSWORD                                │
│  V2Nr0-slq1aE!                           │  ← triple-click selects only this line
└──────────────────────────────────────────┘
💡 Tip: Triple-click (or long-press on mobile) on the
   email or password to quickly select and copy it.{noformat}

h3. Technical Notes

* Use *inline CSS only* (SendGrid / email client compatibility)
* Use *Handlebars variables* for dynamic values
* Each credential value must be in its own *block-level element* (not inline with the label) to enable clean triple-click selection
* Avoid {{<a href=""mailto:"">}} for the email — render as plain text
* Use {{font-family: 'Courier New', monospace}} for password for visual distinction

h2. Reference

See attached screenshot of the current Welcome email for context.",,Dharmesh Avaiya,,,,712020:b43bccaf-6e8f-47ef-82f7-5439c6765fdb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@cec0890,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00zko:,,,,,,,,,,,,,Z-26-04-S2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To Do,09/Apr/26 8:17 AM
Android | Sign-in page: Remove T&C checkbox and update consent text,ZP-1830,36808,Task,Backlog,ZP,Z Platform,software,Mukul Panchal,557058:d6069371-78a0-4740-bf16-ed0ecd612280,,Medium,,Rajat Patel,712020:4adb279c-383d-4a86-b512-a5a829380b9f,Dharmesh Avaiya,712020:b43bccaf-6e8f-47ef-82f7-5439c6765fdb,Dharmesh Avaiya,712020:b43bccaf-6e8f-47ef-82f7-5439c6765fdb,09/Apr/26 8:09 AM,09/Apr/26 9:05 AM,,,Android v1.19,,,,,,,,,,0,,,,,,,"h2. Context

Currently the sign-in page has a checkbox for ""I agree to the Terms and Conditions and Privacy Policy"" that the user must check before signing in. This adds unnecessary friction to the login flow.

h2. Requirement

* *Remove* the ""I agree to the Terms and Conditions and Privacy Policy"" checkbox from the sign-in page
* *Replace* with inline consent text below the Sign In button:

  > ""By signing in, you agree to our [Terms and Conditions] and [Privacy Policy].""

* The ""Terms and Conditions"" and ""Privacy Policy"" links should remain clickable and open the respective pages
* No user action (checkbox tick) should be required — tapping Sign In implies acceptance

h2. Reference

See attached screenshot of the current sign-in page (Web) for context. Apply the same change on Android.",,Dharmesh Avaiya,,,,712020:b43bccaf-6e8f-47ef-82f7-5439c6765fdb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4392523a,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00zkg:,,,,,,,,,,,,,Z-26-04-S2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To Do,09/Apr/26 8:09 AM
iOS | Sign-in page: Remove T&C checkbox and update consent text,ZP-1829,36807,Task,Backlog,ZP,Z Platform,software,Mukul Panchal,557058:d6069371-78a0-4740-bf16-ed0ecd612280,,Medium,,Kush,712020:9881bb6e-cbf7-47a6-bf7a-838a383b2866,Dharmesh Avaiya,712020:b43bccaf-6e8f-47ef-82f7-5439c6765fdb,Dharmesh Avaiya,712020:b43bccaf-6e8f-47ef-82f7-5439c6765fdb,09/Apr/26 8:09 AM,10/Apr/26 12:57 AM,,,,,,,,,,,,,0,,,,,,,"h2. Context

Currently the sign-in page has a checkbox for ""I agree to the Terms and Conditions and Privacy Policy"" that the user must check before signing in. This adds unnecessary friction to the login flow.

h2. Requirement

* *Remove* the ""I agree to the Terms and Conditions and Privacy Policy"" checkbox from the sign-in page
* *Replace* with inline consent text below the Sign In button:

  > ""By signing in, you agree to our [Terms and Conditions] and [Privacy Policy].""

* The ""Terms and Conditions"" and ""Privacy Policy"" links should remain clickable and open the respective pages
* No user action (checkbox tick) should be required — tapping Sign In implies acceptance

h2. Reference

See attached screenshot of the current sign-in page (Web) for context. Apply the same change on iOS.",,Dharmesh Avaiya,,,,712020:b43bccaf-6e8f-47ef-82f7-5439c6765fdb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@40a95fa7,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00zk8:,,,,,,,,,,,,,Z-26-04-S2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To Do,09/Apr/26 8:09 AM
Web | Sign-in page: Remove T&C checkbox and update consent text,ZP-1828,36806,Task,Backlog,ZP,Z Platform,software,Mukul Panchal,557058:d6069371-78a0-4740-bf16-ed0ecd612280,,Medium,,avani.patel,712020:19109706-a11c-4efd-abee-5ca72d900e45,Dharmesh Avaiya,712020:b43bccaf-6e8f-47ef-82f7-5439c6765fdb,Dharmesh Avaiya,712020:b43bccaf-6e8f-47ef-82f7-5439c6765fdb,09/Apr/26 8:09 AM,09/Apr/26 8:12 AM,,,Web v1.23,,,,,,,,,,0,,,,,,,"h2. Context

Currently the sign-in page has a checkbox for ""I agree to the Terms and Conditions and Privacy Policy"" that the user must check before signing in. This adds unnecessary friction to the login flow.

h2. Requirement

* *Remove* the ""I agree to the Terms and Conditions and Privacy Policy"" checkbox from the sign-in page
* *Replace* with inline consent text below the Sign In button:

  > ""By signing in, you agree to our [Terms and Conditions] and [Privacy Policy].""

* The ""Terms and Conditions"" and ""Privacy Policy"" links should remain clickable and open the respective pages
* No user action (checkbox tick) should be required — clicking Sign In implies acceptance

h2. Reference

See attached screenshot of the current sign-in page for context.",,Dharmesh Avaiya,,,,712020:b43bccaf-6e8f-47ef-82f7-5439c6765fdb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@75b40e49,,,,,,,,,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i00zk0:,,,,,,,,,,,,,Z-26-04-S2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To Do,09/Apr/26 8:09 AM
